participant_id,TRIAL_INDEX,image_id,voice_id,aoi_type,CURRENT_FIX_X,CURRENT_FIX_Y,distance_from_center,CURRENT_FIX_START,CURRENT_FIX_DURATION,CURRENT_FIX_INTEREST_AREA_LABEL
edf29,36,IMG_08,ACT,subject,750.8,377.6,225.48004346283068,6286,550,s_boy_boy_broke_vase
edf30,19,IMG_17,PNA,subject,1064.2,535.7,128.63607581079273,6956,226,s_woman_woman_read_letter
edf30,20,IMG_09,PNA,subject,987.1,379.7,127.61743611278203,7068,396,s_boy_boy_filled_bucket
edf30,21,IMG_06,PNA,object,947.5,653.8,155.2361426987929,5818,220,o_clothes_woman_folded_clothes
edf30,22,IMG_10,ACT,subject,826.5,421.9,137.87128054819829,9104,312,s_boy_boy_opened_door
edf30,23,IMG_01,ACT,object,777.5,532.5,166.9571501912991,5482,210,o_lamp_girl_light_lamp
edf30,24,IMG_14,ACT,subject,771.9,236.2,312.25159727373693,6164,154,s_driver_driver_wash_scooter
edf30,25,IMG_05,PWA,object,1042.8,381.6,155.16330107341744,6236,264,o_box_man_pushed_box
edf30,26,IMG_03,PWA,object,743.2,597.3,221.01312178239547,6136,246,o_tree_girl_plant_tree
edf30,27,IMG_04,PWA,object,814.6,473.2,128.94653930990157,5918,164,o_shrub_man_cut_shrub
edf30,28,IMG_13,PNA,subject,991.0,662.4,171.16567997119049,6538,162,.
edf30,29,IMG_12,PNA,subject,1058.3,377.7,168.52385587803286,6074,180,s_child_child_throw_frisbee
edf30,30,IMG_11,PNA,subject,940.9,385.2,113.50004405285489,5848,138,s_child_child_play_tabla
edf30,31,IMG_07,ACT,object,1074.6,475.0,135.68585040452808,6350,324,o_picture_artiste_drew_picture
edf30,32,IMG_15,ACT,object,962.2,598.0,101.53782546420818,6414,1296,o_cake_girl_baked_cake
edf30,33,IMG_02,ACT,subject,860.0,439.4,100.38670230663024,6006,178,s_girl_girl_opened_window
edf30,34,IMG_16,PWA,subject,886.2,604.4,119.06103476788698,6066,140,s_girl_girl_fed_dog
edf30,35,IMG_18,PWA,object,892.3,723.5,230.01462996948698,6396,160,o_veg_boy_cut_vegetables
edf30,36,IMG_08,PWA,object,866.4,575.2,106.85228121102521,5946,92,o_vase_boy_broke_vase
edf31,20,IMG_09,ACT,subject,1020.1,344.1,173.66050212987406,8230,524,s_boy_boy_filled_bucket
edf31,21,IMG_06,ACT,object,905.6,643.8,149.35585023694247,5712,170,o_clothes_woman_folded_clothes
edf31,22,IMG_10,PWA,subject,749.6,568.2,203.62762582714555,5838,210,s_boy_boy_opened_door
edf31,23,IMG_01,PWA,object,772.0,514.4,169.7276936743088,6202,198,o_lamp_girl_light_lamp
edf31,24,IMG_14,PWA,subject,823.7,260.3,265.6950319445209,5682,798,s_driver_driver_wash_scooter
edf31,25,IMG_05,PNA,object,1014.5,399.3,123.62285387419267,6494,624,o_box_man_pushed_box
edf31,26,IMG_03,PNA,object,744.9,739.1,310.2376024920255,5778,228,o_tree_girl_plant_tree
edf31,27,IMG_04,PNA,object,759.0,549.7,189.010581714358,5690,564,o_shrub_man_cut_shrub
edf31,28,IMG_13,ACT,subject,818.3,531.7,127.06018259077081,5533,293,s_dog_dog_dug_hole
edf31,29,IMG_12,ACT,subject,1056.6,394.4,155.69794475201007,6158,156,s_child_child_throw_frisbee
edf31,30,IMG_11,ACT,object,689.4,498.7,251.60000000000002,5472,440,o_tabla_child_play_tabla
edf31,31,IMG_07,PWA,subject,791.4,365.7,200.17282532851456,5362,1128,s_artiste_artiste_drew_picture
edf31,32,IMG_15,PWA,object,929.1,604.4,106.36775827289017,6074,206,o_cake_girl_baked_cake
edf31,33,IMG_02,PWA,subject,740.7,490.9,200.45181465878522,5733,317,s_girl_girl_opened_window
edf31,34,IMG_16,PNA,subject,869.8,615.1,136.44925796793478,6020,134,s_girl_girl_fed_dog
edf31,35,IMG_18,PNA,object,904.7,800.4,303.87592862877443,5722,152,o_veg_boy_cut_vegetables
edf31,36,IMG_08,PNA,subject,807.3,455.5,140.50597852048864,6246,180,s_boy_boy_broke_vase
edf32,19,IMG_17,PWA,object,1051.4,619.2,163.427078539635,7796,1302,o_letter_woman_read_letter
edf32,20,IMG_09,PWA,subject,1023.0,440.6,100.49681586995678,6194,234,s_boy_boy_filled_bucket
edf32,21,IMG_06,PWA,object,917.6,638.3,141.5475891705683,5456,36,o_clothes_woman_folded_clothes
edf32,22,IMG_10,PNA,object,988.2,408.9,101.44890339476325,7520,136,o_door_boy_opened_door
edf32,23,IMG_01,PNA,object,725.1,592.1,235.23683810151843,5746,818,o_lamp_girl_light_lamp
edf32,24,IMG_14,PNA,object,897.6,406.4,101.99436258931178,5896,206,o_scooter_driver_wash_scooter
edf32,25,IMG_05,ACT,subject,775.0,571.4,181.22165985334092,6266,234,s_man_man_pushed_box
edf32,26,IMG_03,ACT,object,679.7,549.7,266.23052041417037,5730,138,o_tree_girl_plant_tree
edf32,27,IMG_04,ACT,object,799.7,476.6,143.01783105613086,6138,190,o_shrub_man_cut_shrub
edf32,28,IMG_13,PWA,subject,891.5,591.4,105.08824862942572,5614,600,s_dog_dog_dug_hole
edf32,29,IMG_12,PWA,object,765.1,301.5,264.25111163436947,6260,616,o_frisbee_child_throw_frisbee
edf32,30,IMG_11,PWA,object,767.9,621.5,212.23442227876234,6020,244,o_tabla_child_play_tabla
edf32,31,IMG_07,PNA,subject,856.7,395.4,133.33184165832256,5576,128,s_artiste_artiste_drew_picture
edf32,32,IMG_15,PNA,object,903.0,614.7,122.06555615733708,5570,192,o_cake_girl_baked_cake
edf32,33,IMG_02,PNA,object,1079.5,465.2,142.49385951682268,6172,162,o_window_girl_opened_window
edf32,34,IMG_16,ACT,object,942.1,687.9,189.20319764739705,5624,218,o_dog_girl_fed_dog
edf32,35,IMG_18,ACT,object,1144.3,834.5,392.5462138398484,6097,867,o_veg_boy_cut_vegetables
edf32,36,IMG_08,ACT,subject,782.5,436.1,170.41423062643565,6336,168,s_boy_boy_broke_vase
edf33,19,IMG_17,PNA,object,1053.1,714.0,242.7354527052033,6082,310,o_letter_woman_read_letter
edf33,20,IMG_09,PNA,subject,1024.5,367.9,155.18018559081568,6308,770,s_boy_boy_filled_bucket
edf33,21,IMG_06,PNA,object,928.2,676.1,177.86118182447797,6446,526,o_clothes_woman_folded_clothes
edf33,22,IMG_10,ACT,subject,861.7,430.1,104.8544228919314,6362,310,s_boy_boy_opened_door
edf33,23,IMG_01,ACT,object,822.7,505.3,118.48396515984763,5980,546,o_lamp_girl_light_lamp
edf33,24,IMG_14,ACT,object,903.6,323.3,179.34302328220073,5716,226,o_scooter_driver_wash_scooter
edf33,25,IMG_05,PWA,object,1031.8,400.9,133.45216371419383,5600,222,o_box_man_pushed_box
edf33,26,IMG_03,PWA,object,761.4,678.4,254.0634763203873,5878,188,o_tree_girl_plant_tree
edf33,27,IMG_04,PWA,object,769.8,453.2,177.14313421637323,6066,282,o_shrub_man_cut_shrub
edf33,28,IMG_13,PNA,subject,849.6,626.6,157.20168574159757,6320,106,s_dog_dog_dug_hole
edf33,29,IMG_12,PNA,subject,1038.2,444.8,111.14427560607882,5940,206,s_child_child_throw_frisbee
edf33,30,IMG_11,PNA,subject,726.1,471.0,216.67787150514468,5878,52,.
edf33,31,IMG_07,ACT,subject,748.1,330.2,256.1301622222576,5908,176,s_artiste_artiste_drew_picture
edf33,32,IMG_15,ACT,subject,854.2,606.9,138.71366190826333,6490,290,.
edf33,33,IMG_02,ACT,subject,857.2,384.0,142.05115275843414,6570,540,s_girl_girl_opened_window
edf33,34,IMG_16,PWA,object,923.4,664.6,166.83096235411463,6236,158,o_dog_girl_fed_dog
edf33,35,IMG_18,PWA,object,904.0,816.9,320.34394016431776,5548,636,o_veg_boy_cut_vegetables
edf33,36,IMG_08,PWA,subject,809.6,417.0,154.72831027320112,6652,258,s_boy_boy_broke_vase
edf34,19,IMG_17,ACT,object,1127.3,719.5,288.8950155333248,6106,338,o_letter_woman_read_letter
edf34,20,IMG_09,ACT,subject,1010.9,361.2,154.24739868146884,6572,146,s_boy_boy_filled_bucket
edf34,21,IMG_06,ACT,subject,978.2,318.0,184.4893763879102,6074,290,s_woman_woman_folded_clothes
edf34,22,IMG_10,PWA,subject,854.8,400.6,130.59115590268738,7216,132,s_boy_boy_opened_door
edf34,23,IMG_01,PWA,subject,1017.8,334.9,180.91069620119202,5552,152,s_girl_girl_lit_lamp
edf34,24,IMG_14,PWA,subject,741.3,236.2,329.8277429204524,5880,156,s_driver_driver_wash_scooter
edf34,25,IMG_05,PNA,object,1168.0,404.7,245.69289774024807,5862,292,o_box_man_pushed_box
edf34,26,IMG_03,PNA,object,720.2,535.8,223.89517636608426,5702,144,o_tree_girl_plant_tree
edf34,27,IMG_04,PNA,object,825.6,395.2,155.01422515369353,6448,220,o_shrub_man_cut_shrub
edf34,28,IMG_13,ACT,subject,842.2,680.1,206.56088690746853,6182,76,.
edf34,29,IMG_12,ACT,subject,1063.9,331.2,207.75143802149725,6122,152,s_child_child_throw_frisbee
edf34,30,IMG_11,ACT,subject,1003.4,579.3,101.93193807634579,5985,147,.
edf34,31,IMG_07,PWA,subject,747.6,358.4,238.930219938793,6228,116,s_artiste_artiste_drew_picture
edf34,32,IMG_15,PWA,subject,867.6,350.6,165.29116733812484,6188,196,s_girl_girl_baked_cake
edf34,33,IMG_02,PWA,subject,879.4,405.5,111.71750086714258,5600,116,s_girl_girl_opened_window
edf34,34,IMG_16,PNA,subject,809.5,458.4,137.53668601504108,5666,118,s_girl_girl_fed_dog
edf34,35,IMG_18,PNA,object,938.5,799.5,300.81038878336636,5846,326,o_veg_boy_cut_vegetables
edf34,36,IMG_08,PNA,subject,790.7,383.1,189.61394990875533,6322,122,s_boy_boy_broke_vase
edf35,19,IMG_17,PWA,subject,978.6,403.5,102.35624064999652,6140,276,s_woman_woman_read_letter
edf35,21,IMG_06,PWA,subject,953.7,311.3,187.82984320921955,6196,172,s_woman_woman_folded_clothes
edf35,23,IMG_01,PNA,object,732.1,584.8,225.94782583596592,5532,558,o_lamp_girl_light_lamp
edf35,24,IMG_14,PNA,object,902.6,362.7,141.31723178720986,6098,254,o_scooter_driver_wash_scooter
edf35,25,IMG_05,ACT,subject,919.6,289.9,209.89378266161197,6380,930,s_man_man_pushed_box
edf35,26,IMG_03,ACT,object,745.5,729.1,302.1661959915437,5926,156,o_tree_girl_plant_tree
edf35,27,IMG_04,ACT,object,840.9,454.8,109.30333938174077,6128,326,o_shrub_man_cut_shrub
edf35,28,IMG_13,PWA,subject,914.2,598.8,103.62552774292631,8016,784,s_dog_dog_dug_hole
edf35,29,IMG_12,PWA,subject,1094.6,340.4,220.5716436897544,6218,1112,s_child_child_throw_frisbee
edf35,30,IMG_11,PWA,object,755.9,584.7,204.10293971425304,6348,204,o_tabla_child_play_tabla
edf35,31,IMG_07,PNA,subject,713.8,251.0,336.11773234984196,6026,390,s_artiste_artiste_drew_picture
edf35,32,IMG_15,PNA,subject,907.7,343.8,158.43894723204895,5768,538,s_girl_girl_baked_cake
edf35,33,IMG_02,PNA,object,1191.8,531.0,252.87137046332464,6336,322,o_window_girl_opened_window
edf35,34,IMG_16,ACT,object,949.3,657.9,159.41621623912667,5812,162,o_dog_girl_fed_dog
edf35,35,IMG_18,ACT,object,938.3,855.0,356.31022999627726,5926,362,o_veg_boy_cut_vegetables
edf35,36,IMG_08,ACT,subject,722.4,354.9,261.65702742330467,6032,534,s_boy_boy_broke_vase
edf36,19,IMG_17,PNA,subject,937.4,380.7,118.05490248185376,6788,816,s_woman_woman_read_letter
edf36,20,IMG_09,PNA,subject,997.0,381.3,130.07213383350023,6624,220,s_boy_boy_filled_bucket
edf36,21,IMG_06,PNA,subject,931.4,375.9,123.17467272130258,5784,548,s_woman_woman_folded_clothes
edf36,22,IMG_10,ACT,object,974.9,613.2,119.41298086891564,6802,844,o_door_boy_opened_door
edf36,23,IMG_01,ACT,object,739.6,520.2,202.5443408244229,5780,334,o_lamp_girl_light_lamp
edf36,24,IMG_14,ACT,subject,805.5,312.9,229.96062706472168,6378,128,s_driver_driver_wash_scooter
edf36,25,IMG_05,PWA,subject,900.9,339.4,164.26959548254817,5862,364,s_man_man_pushed_box
edf36,26,IMG_03,PWA,object,610.3,487.8,330.8795853479027,6162,300,o_tree_girl_plant_tree
edf36,27,IMG_04,PWA,object,810.8,460.6,135.66005307385078,6420,342,o_shrub_man_cut_shrub
edf36,28,IMG_13,PNA,subject,867.6,608.1,131.74186881929376,5478,1118,s_dog_dog_dug_hole
edf36,29,IMG_12,PNA,object,784.8,308.4,246.19612100924746,5630,220,o_frisbee_child_throw_frisbee
edf36,30,IMG_11,PNA,object,702.8,560.1,245.98617847350698,5898,668,o_tabla_child_play_tabla
edf36,31,IMG_07,ACT,subject,864.1,318.5,195.92256123274828,6204,546,s_artiste_artiste_drew_picture
edf36,32,IMG_15,ACT,subject,822.7,342.5,195.9421598329466,6496,426,s_girl_girl_baked_cake
edf36,33,IMG_02,ACT,subject,865.0,426.8,104.62126934806324,5782,484,s_girl_girl_opened_window
edf36,34,IMG_16,PWA,object,946.6,705.4,206.77584481752214,5926,320,o_dog_girl_fed_dog
edf36,35,IMG_18,PWA,object,885.4,806.9,313.17503093318277,6176,1108,o_veg_boy_cut_vegetables
edf36,36,IMG_08,PWA,object,867.4,387.5,133.35066554014645,5866,612,o_vase_boy_broke_vase
edf37,19,IMG_11,ACT,subject,973.5,403.0,101.06799691296943,5746,130,s_child_child_play_tabla
edf37,20,IMG_10,ACT,subject,877.7,383.5,131.4455400536663,6148,252,s_boy_boy_opened_door
edf37,21,IMG_09,ACT,subject,1021.6,342.7,175.59145765099169,6694,728,s_boy_boy_filled_bucket
edf37,22,IMG_16,PWA,subject,852.2,555.0,105.14337829839782,5913,141,s_girl_girl_fed_dog
edf37,23,IMG_14,PWA,object,1023.3,408.0,122.47358898962662,5774,122,o_scooter_driver_wash_scooter
edf37,24,IMG_07,PWA,subject,701.5,263.1,335.9577503198877,5758,1096,s_artiste_artiste_drew_picture
edf37,25,IMG_03,PNA,subject,919.9,809.2,311.21609855532864,5970,208,.
edf37,26,IMG_12,PNA,subject,1097.2,362.8,207.04407743280174,6070,182,s_child_child_throw_frisbee
edf37,27,IMG_08,PNA,subject,744.0,411.3,215.51742388957788,5474,160,s_boy_boy_broke_vase
edf37,28,IMG_05,ACT,subject,958.9,369.6,130.33502982698087,5694,168,s_man_man_pushed_box
edf37,29,IMG_04,ACT,object,740.5,921.0,467.4799888765294,5528,82,o_shrub_man_cut_shrub
edf37,30,IMG_02,ACT,object,1183.7,387.5,266.9620384998587,5788,166,o_window_girl_opened_window
edf37,31,IMG_13,PWA,object,1147.4,726.3,307.2502563058329,5672,256,o_hole_dog_dug_hole
edf37,32,IMG_18,PWA,object,929.6,674.0,175.6702877552149,5537,165,o_veg_boy_cut_vegetables
edf37,33,IMG_15,PWA,object,909.3,618.6,124.01975649064954,5628,78,o_cake_girl_baked_cake
edf37,34,IMG_06,PNA,object,922.4,635.7,138.25686239749552,6140,118,o_clothes_woman_folded_clothes
edf37,35,IMG_17,PNA,object,1074.7,628.9,186.62189046304297,6158,224,o_letter_woman_read_letter
edf37,36,IMG_01,PNA,object,818.0,474.0,125.45552996978651,5894,44,o_lamp_girl_light_lamp
edf38,19,IMG_11,PWA,object,742.9,554.9,205.9175805996176,5730,238,o_tabla_child_play_tabla
edf38,20,IMG_10,PWA,object,1245.4,608.0,323.4282764385329,7730,298,o_door_boy_opened_door
edf38,21,IMG_09,PWA,subject,1015.7,385.2,135.87619364701092,5868,186,s_boy_boy_filled_bucket
edf38,22,IMG_16,PNA,subject,791.6,402.7,177.5847966465598,6158,500,s_girl_girl_fed_dog
edf38,23,IMG_14,PNA,object,1088.1,604.9,181.4300140550068,5719,223,o_scooter_driver_wash_scooter
edf38,24,IMG_07,PNA,subject,832.9,296.7,229.10611078711977,5872,192,s_artiste_artiste_drew_picture
edf38,25,IMG_03,ACT,object,648.5,593.5,307.4789261071399,6222,190,o_tree_girl_plant_tree
edf38,26,IMG_12,ACT,subject,1115.2,446.4,181.88163733593345,6258,170,s_child_child_throw_frisbee
edf38,27,IMG_08,ACT,subject,730.1,384.1,240.0249362045535,6282,704,s_boy_boy_broke_vase
edf38,28,IMG_05,PWA,subject,914.6,327.4,173.3223874749018,5554,622,s_man_man_pushed_box
edf38,29,IMG_04,PWA,object,829.7,434.4,128.5386323250718,5844,176,o_shrub_man_cut_shrub
edf38,30,IMG_02,PWA,object,1209.8,394.9,288.14558820152007,5792,782,o_window_girl_opened_window
edf38,31,IMG_13,PNA,subject,880.9,600.0,117.78667157195675,5554,298,s_dog_dog_dug_hole
edf38,32,IMG_18,PNA,object,926.7,825.5,327.1127175760674,5678,350,o_veg_boy_cut_vegetables
edf38,33,IMG_15,PNA,object,925.2,613.4,115.78311621302994,5574,282,o_cake_girl_baked_cake
edf38,34,IMG_06,ACT,subject,994.9,308.7,197.49736707105743,6606,460,s_woman_woman_folded_clothes
edf38,35,IMG_17,ACT,object,1064.4,639.2,186.9968181547484,5464,256,o_letter_woman_read_letter
edf38,36,IMG_01,ACT,object,753.2,535.7,191.41013557280604,5712,358,o_lamp_girl_light_lamp
edf39,19,IMG_11,PNA,subject,1038.3,1001.1,511.7353319832431,5633,193,.
edf39,20,IMG_10,PNA,subject,857.0,430.4,108.26305925845621,5890,450,s_boy_boy_opened_door
edf39,21,IMG_09,PNA,subject,1047.2,401.5,143.96624604399466,5634,234,s_boy_boy_filled_bucket
edf39,22,IMG_16,ACT,object,999.9,650.3,162.64000122970975,5480,186,o_dog_girl_fed_dog
edf39,23,IMG_14,ACT,subject,754.6,244.9,314.8958557999771,6252,232,s_driver_driver_wash_scooter
edf39,24,IMG_07,ACT,object,1068.2,502.2,127.24814340492364,6042,460,o_picture_artiste_drew_picture
edf39,25,IMG_03,PWA,object,746.8,705.2,283.47114491602144,5504,164,o_tree_girl_plant_tree
edf39,26,IMG_12,PWA,subject,1079.2,513.1,138.94819178384444,5588,172,s_child_child_throw_frisbee
edf39,27,IMG_08,PWA,subject,692.8,392.9,269.8089694580223,6542,158,s_boy_boy_broke_vase
edf39,28,IMG_05,PNA,object,1143.6,430.8,213.67538463753834,6234,266,o_box_man_pushed_box
edf39,29,IMG_04,PNA,object,840.0,524.1,104.14489905895536,6058,274,o_shrub_man_cut_shrub
edf39,30,IMG_02,PNA,object,1169.5,516.2,229.1691515016801,5912,604,o_window_girl_opened_window
edf39,31,IMG_13,ACT,subject,878.5,596.6,116.14930047141914,5506,192,s_dog_dog_dug_hole
edf39,32,IMG_18,ACT,object,978.0,672.9,178.08604661792006,5886,140,o_veg_boy_cut_vegetables
edf39,33,IMG_15,ACT,object,885.0,593.5,110.10467746649097,5746,224,o_cake_girl_baked_cake
edf39,34,IMG_06,PWA,object,913.2,643.9,147.83734304971796,6390,376,o_clothes_woman_folded_clothes
edf39,35,IMG_17,PWA,object,1079.5,633.0,192.92159028994138,5670,236,o_letter_woman_read_letter
edf39,36,IMG_01,PWA,object,752.0,598.5,213.7312330942766,5710,268,o_lamp_girl_light_lamp
edf40,19,IMG_11,ACT,object,850.6,581.4,122.52122265142474,5648,150,o_tabla_child_play_tabla
edf40,20,IMG_10,ACT,object,1084.3,369.6,192.8774222142135,7432,168,o_door_boy_opened_door
edf40,21,IMG_09,ACT,subject,1053.9,450.9,122.60199835239237,5830,216,s_boy_boy_filled_bucket
edf40,22,IMG_16,PWA,object,978.8,667.7,173.17574887957036,6186,136,o_dog_girl_fed_dog
edf40,23,IMG_14,PWA,object,1027.7,428.9,111.3055703907042,6038,130,o_scooter_driver_wash_scooter
edf40,24,IMG_07,PWA,object,1097.3,394.2,188.0157972086388,5992,104,o_picture_artiste_drew_picture
edf40,25,IMG_03,PNA,object,787.1,704.4,256.90017516537426,5670,186,o_tree_girl_plant_tree
edf40,26,IMG_12,PNA,subject,1114.6,432.7,185.72280420023807,5782,144,s_child_child_throw_frisbee
edf40,27,IMG_08,PNA,subject,812.9,392.7,166.2696905632533,6324,126,s_boy_boy_broke_vase
edf40,28,IMG_05,ACT,subject,966.9,329.7,170.97312654332552,6378,112,s_man_man_pushed_box
edf40,29,IMG_04,ACT,object,812.8,499.9,128.20561610163577,5912,186,o_shrub_man_cut_shrub
edf40,30,IMG_02,ACT,object,1166.3,422.4,237.86924979912806,6614,178,o_window_girl_opened_window
edf40,31,IMG_13,PWA,subject,926.5,648.2,150.20153128380556,6110,98,s_dog_dog_dug_hole
edf40,32,IMG_18,PWA,object,989.4,757.6,263.38521218929515,6368,150,o_veg_boy_cut_vegetables
edf40,33,IMG_15,PWA,subject,908.8,402.5,101.445946197963,5692,196,s_girl_girl_baked_cake
edf40,34,IMG_06,PNA,object,909.3,646.1,150.7701893611599,6226,324,o_clothes_woman_folded_clothes
edf40,35,IMG_17,PNA,subject,984.1,399.7,107.97504341281832,5764,306,s_woman_woman_read_letter
edf40,36,IMG_01,PNA,subject,970.0,381.6,120.6375148948286,5810,120,s_girl_girl_lit_lamp
edf41,19,IMG_11,PWA,object,820.1,565.7,138.2237678548809,5870,178,o_tabla_child_play_tabla
edf41,20,IMG_10,PWA,subject,861.7,386.8,137.14991797299766,6230,1004,s_boy_boy_opened_door
edf41,21,IMG_09,PWA,subject,925.3,385.3,114.48165791951126,6120,24,.
edf41,22,IMG_16,PNA,object,907.3,656.8,161.6517862567562,5502,182,o_dog_girl_fed_dog
edf41,23,IMG_14,PNA,object,1071.0,867.1,390.6642548275949,6664,140,o_scooter_driver_wash_scooter
edf41,24,IMG_07,PNA,object,1037.8,427.9,119.92864545220209,5838,226,o_picture_artiste_drew_picture
edf41,25,IMG_03,ACT,object,836.9,604.3,148.28408545761073,6098,136,o_tree_girl_plant_tree
edf41,26,IMG_12,ACT,object,785.9,329.8,229.31031376717445,6194,166,o_frisbee_child_throw_frisbee
edf41,27,IMG_08,ACT,subject,794.9,337.7,217.40793453781765,6498,60,s_boy_boy_broke_vase
edf41,28,IMG_05,PWA,object,1079.7,438.9,151.0421464360197,5454,218,o_box_man_pushed_box
edf41,29,IMG_04,PWA,object,803.8,468.1,140.57097851263612,5880,180,o_shrub_man_cut_shrub
edf41,30,IMG_02,PWA,object,1103.9,444.4,171.71167694714308,6000,148,o_window_girl_opened_window
edf41,31,IMG_13,PNA,subject,846.4,599.3,138.09243281222905,5724,118,s_dog_dog_dug_hole
edf41,32,IMG_18,PNA,object,892.8,742.2,248.2246764526042,5980,120,o_veg_boy_cut_vegetables
edf41,33,IMG_15,PNA,subject,864.6,411.8,115.7089884149023,6288,158,s_girl_girl_baked_cake
edf41,34,IMG_06,ACT,object,915.1,597.5,102.13838651555056,6132,98,o_clothes_woman_folded_clothes
edf41,35,IMG_17,ACT,subject,914.8,378.0,123.51084972584393,5614,140,s_woman_woman_read_letter
edf41,36,IMG_01,ACT,object,706.4,500.7,234.6085249942977,6294,650,o_lamp_girl_light_lamp
edf42,19,IMG_11,PNA,object,750.3,576.5,205.9595348606129,6000,252,o_tabla_child_play_tabla
edf42,20,IMG_10,PNA,subject,849.1,422.2,119.57365930672188,6184,210,s_boy_boy_opened_door
edf42,21,IMG_09,PNA,subject,1018.9,321.0,194.0249983893828,6398,408,s_boy_boy_filled_bucket
edf42,22,IMG_16,ACT,subject,888.6,601.0,114.939331823358,6302,168,s_girl_girl_fed_dog
edf42,23,IMG_14,ACT,subject,797.2,370.8,192.44960379278515,5892,138,s_driver_driver_wash_scooter
edf42,24,IMG_07,ACT,subject,865.2,377.6,142.8665461190967,5523,183,s_artiste_artiste_drew_picture
edf42,25,IMG_03,PWA,subject,1038.5,630.2,163.7024740191791,6124,200,s_girl_girl_plant_tree
edf42,26,IMG_12,PWA,object,838.5,296.6,226.60684014389324,5796,140,o_frisbee_child_throw_frisbee
edf42,27,IMG_08,PWA,subject,770.7,431.2,183.18935558596186,6008,184,s_boy_boy_broke_vase
edf42,28,IMG_05,PNA,subject,870.1,297.5,213.32662749877238,5530,192,s_man_man_pushed_box
edf42,29,IMG_04,PNA,object,806.2,460.1,140.2176878999222,5942,296,o_shrub_man_cut_shrub
edf42,30,IMG_02,PNA,subject,824.5,388.5,160.36299448438845,5788,506,s_girl_girl_opened_window
edf42,31,IMG_13,ACT,object,1099.2,743.4,291.38519179944615,6148,222,o_hole_dog_dug_hole
edf42,32,IMG_18,ACT,object,916.1,768.4,270.8470047831432,5992,188,o_veg_boy_cut_vegetables
edf42,33,IMG_15,ACT,subject,856.3,625.8,152.7367015487764,6384,170,.
edf42,34,IMG_06,PWA,object,842.7,737.0,257.77854837049574,5980,252,o_clothes_woman_folded_clothes
edf42,35,IMG_17,PWA,subject,966.5,341.9,158.85996978471326,5534,872,s_woman_woman_read_letter
edf42,36,IMG_01,PWA,object,738.0,521.8,204.3100829621485,5980,200,o_lamp_girl_light_lamp
edf43,19,IMG_11,ACT,object,765.1,662.5,240.35650604882738,5516,192,o_tabla_child_play_tabla
edf43,20,IMG_10,ACT,subject,851.7,419.5,119.36134215063096,6700,210,s_boy_boy_opened_door
edf43,21,IMG_09,ACT,object,927.2,598.7,100.94770923601986,5548,304,o_bucket_boy_filled_bucket
edf43,22,IMG_16,PWA,subject,852.0,712.2,231.3076955053593,5932,164,.
edf43,23,IMG_14,PWA,subject,783.5,250.2,294.20825957134514,5580,128,s_driver_driver_wash_scooter
edf43,24,IMG_07,PWA,object,1044.4,497.2,103.41087950501156,6396,206,o_picture_artiste_drew_picture
edf43,25,IMG_03,PNA,object,762.4,614.4,212.80143326585,5502,180,o_tree_girl_plant_tree
edf43,26,IMG_12,PNA,subject,1001.0,414.2,103.63517742542828,5540,98,s_child_child_throw_frisbee
edf43,27,IMG_08,PNA,subject,743.1,418.4,213.5708313417354,5780,238,s_boy_boy_broke_vase
edf43,28,IMG_05,ACT,object,1095.7,474.6,156.56596054059776,6022,202,o_box_man_pushed_box
edf43,29,IMG_04,ACT,object,813.4,450.5,136.40014662748717,5822,130,o_shrub_man_cut_shrub
edf43,30,IMG_02,ACT,object,1055.7,509.7,115.2262556885366,5588,118,o_window_girl_opened_window
edf43,31,IMG_13,PWA,subject,850.6,595.5,132.44772553728507,5691,377,s_dog_dog_dug_hole
edf43,32,IMG_18,PWA,object,893.2,752.2,257.96722660058975,6218,162,o_veg_boy_cut_vegetables
edf43,33,IMG_15,PWA,object,933.6,614.4,115.93640498135173,6120,4774,o_cake_girl_baked_cake
edf43,34,IMG_06,PNA,subject,1307.7,603.6,381.40909795126817,5724,3102,.
edf43,35,IMG_17,PNA,subject,915.9,749.3,251.85386635904558,6036,134,.
edf43,36,IMG_01,PNA,object,777.6,582.1,183.45331831286128,6382,186,o_lamp_girl_light_lamp
edf44,19,IMG_11,PWA,object,719.4,635.8,260.581983260547,6282,134,o_tabla_child_play_tabla
edf44,20,IMG_10,PWA,subject,815.2,401.3,159.09871149698222,6010,140,s_boy_boy_opened_door
edf44,21,IMG_09,PWA,object,898.1,597.6,107.80361775005514,5802,396,o_bucket_boy_filled_bucket
edf44,22,IMG_16,PNA,object,975.0,645.9,151.07561020892814,6220,42,o_dog_girl_fed_dog
edf44,23,IMG_14,PNA,subject,725.6,378.8,246.52214910632267,5856,116,s_driver_driver_wash_scooter
edf44,24,IMG_07,PNA,subject,843.1,258.0,259.84784009108097,6332,128,s_artiste_artiste_drew_picture
edf44,25,IMG_03,ACT,object,644.9,777.5,406.6997049421108,6288,298,o_tree_girl_plant_tree
edf44,26,IMG_12,ACT,subject,1078.2,440.3,149.11203841407308,5682,186,s_child_child_throw_frisbee
edf44,27,IMG_08,ACT,subject,707.5,478.5,234.37211864895534,6190,184,s_boy_boy_broke_vase
