participant_id,trial_id,TRIAL_INDEX,aoi_type,sentence,voice_id,image_id,stim_id,total_fixation_duration,mean_fixation_duration,median_fixation_duration,n_fixations,first_fixation_time,last_fixation_time,time_to_first_fixation
edf20,edf20_30,30,other,exp_images/sentences/passive_girl_window.jpg,PWA,IMG_02,STIM_74,172,172.0,172.0,1,9672,9842,3731
edf20,edf20_30,30,subject,exp_images/sentences/passive_girl_window.jpg,PWA,IMG_02,STIM_74,3618,1206.0,722.0,3,6636,10590,695
edf20,edf20_31,31,object,exp_images/sentences/noagent_dog_hole.jpg,PNA,IMG_13,STIM_103,2402,800.6666666666666,646.0,3,5712,8286,382
edf20,edf20_31,31,subject,exp_images/sentences/noagent_dog_hole.jpg,PNA,IMG_13,STIM_103,2313,771.0,168.0,3,5330,10323,0
edf20,edf20_32,32,object,exp_images/sentences/noagent_boy_vegetables.jpg,PNA,IMG_18,STIM_108,1716,572.0,544.0,3,5712,7476,227
edf20,edf20_32,32,other,exp_images/sentences/noagent_boy_vegetables.jpg,PNA,IMG_18,STIM_108,185,185.0,185.0,1,5485,5668,0
edf20,edf20_32,32,subject,exp_images/sentences/noagent_boy_vegetables.jpg,PNA,IMG_18,STIM_108,2856,1428.0,1428.0,2,7528,10478,2043
edf20,edf20_33,33,object,exp_images/sentences/noagent_girl_cake.jpg,PNA,IMG_15,STIM_105,3563,890.75,681.0,4,5702,10695,0
edf20,edf20_33,33,subject,exp_images/sentences/noagent_girl_cake.jpg,PNA,IMG_15,STIM_105,1190,595.0,595.0,2,6304,9002,602
edf20,edf20_34,34,object,exp_images/sentences/Folded-clothes.jpg,ACT,IMG_06,UNDEFINEDnull,2662,380.2857142857143,306.0,7,5670,9344,0
edf20,edf20_34,34,subject,exp_images/sentences/Folded-clothes.jpg,ACT,IMG_06,UNDEFINEDnull,2023,505.75,397.0,4,6742,10663,1072
edf20,edf20_35,35,object,exp_images/sentences/Letter.jpg,ACT,IMG_17,STIM_17,2184,436.8,412.0,5,5950,9924,242
edf20,edf20_35,35,subject,exp_images/sentences/Letter.jpg,ACT,IMG_17,STIM_17,2433,347.57142857142856,260.0,7,5708,10699,0
edf20,edf20_36,36,object,exp_images/sentences/Lamp.jpg,ACT,IMG_01,STIM_01,3322,369.1111111111111,242.0,9,5422,9180,218
edf20,edf20_36,36,other,exp_images/sentences/Lamp.jpg,ACT,IMG_01,STIM_01,72,72.0,72.0,1,7816,7886,2612
edf20,edf20_36,36,subject,exp_images/sentences/Lamp.jpg,ACT,IMG_01,STIM_01,1080,360.0,184.0,3,5204,10148,0
edf20,edf20_4,4,object,UNDEFINEDnull,UNDEFINEDnull,IMG_06,UNDEFINEDnull,2954,492.3333333333333,294.0,6,940,5932,0
edf20,edf20_4,4,other,UNDEFINEDnull,UNDEFINEDnull,IMG_06,UNDEFINEDnull,344,344.0,344.0,1,3900,4242,2960
edf20,edf20_4,4,subject,UNDEFINEDnull,UNDEFINEDnull,IMG_06,UNDEFINEDnull,1240,413.3333333333333,264.0,3,2572,3868,1632
edf20,edf20_5,5,object,UNDEFINEDnull,UNDEFINEDnull,IMG_04,UNDEFINEDnull,2682,335.25,219.0,8,1292,4182,250
edf20,edf20_5,5,other,UNDEFINEDnull,UNDEFINEDnull,IMG_04,UNDEFINEDnull,162,162.0,162.0,1,5746,5906,4704
edf20,edf20_5,5,subject,UNDEFINEDnull,UNDEFINEDnull,IMG_04,UNDEFINEDnull,1591,198.875,220.0,8,1042,6033,0
edf20,edf20_6,6,object,UNDEFINEDnull,UNDEFINEDnull,IMG_13,UNDEFINEDnull,2160,270.0,241.0,8,1404,4084,566
edf20,edf20_6,6,other,UNDEFINEDnull,UNDEFINEDnull,IMG_13,UNDEFINEDnull,284,284.0,284.0,1,2556,2838,1718
edf20,edf20_6,6,subject,UNDEFINEDnull,UNDEFINEDnull,IMG_13,UNDEFINEDnull,2163,540.75,249.0,4,838,5831,0
edf20,edf20_7,7,object,UNDEFINEDnull,UNDEFINEDnull,IMG_08,UNDEFINEDnull,2391,341.57142857142856,347.0,7,1011,6004,0
edf20,edf20_7,7,other,UNDEFINEDnull,UNDEFINEDnull,IMG_08,UNDEFINEDnull,198,198.0,198.0,1,3176,3372,2165
edf20,edf20_7,7,subject,UNDEFINEDnull,UNDEFINEDnull,IMG_08,UNDEFINEDnull,2152,1076.0,1076.0,2,3412,5578,2401
edf20,edf20_8,8,object,UNDEFINEDnull,UNDEFINEDnull,IMG_14,UNDEFINEDnull,4020,365.45454545454544,254.0,11,852,5844,0
edf20,edf20_8,8,subject,UNDEFINEDnull,UNDEFINEDnull,IMG_14,UNDEFINEDnull,592,296.0,296.0,2,4254,4870,3402
edf20,edf20_9,9,object,UNDEFINEDnull,UNDEFINEDnull,IMG_09,UNDEFINEDnull,3195,798.75,786.5,4,1007,5494,0
edf20,edf20_9,9,subject,UNDEFINEDnull,UNDEFINEDnull,IMG_09,UNDEFINEDnull,1576,525.3333333333334,470.0,3,3950,6000,2943
edf21,edf21_1,1,object,UNDEFINEDnull,UNDEFINEDnull,IMG_11,UNDEFINEDnull,2278,379.6666666666667,387.0,6,1932,5838,936
edf21,edf21_1,1,other,UNDEFINEDnull,UNDEFINEDnull,IMG_11,UNDEFINEDnull,482,160.66666666666666,142.0,3,996,3040,0
edf21,edf21_1,1,subject,UNDEFINEDnull,UNDEFINEDnull,IMG_11,UNDEFINEDnull,1398,279.6,358.0,5,1236,4712,240
edf21,edf21_10,10,object,UNDEFINEDnull,UNDEFINEDnull,IMG_15,UNDEFINEDnull,1099,219.8,174.0,5,895,3512,0
edf21,edf21_10,10,other,UNDEFINEDnull,UNDEFINEDnull,IMG_15,UNDEFINEDnull,632,316.0,316.0,2,1932,4702,1037
edf21,edf21_10,10,subject,UNDEFINEDnull,UNDEFINEDnull,IMG_15,UNDEFINEDnull,2780,463.3333333333333,373.0,6,1080,5888,185
edf21,edf21_11,11,object,UNDEFINEDnull,UNDEFINEDnull,IMG_13,UNDEFINEDnull,1726,287.6666666666667,214.0,6,1390,5614,424
edf21,edf21_11,11,other,UNDEFINEDnull,UNDEFINEDnull,IMG_13,UNDEFINEDnull,118,118.0,118.0,1,5654,5770,4688
edf21,edf21_11,11,subject,UNDEFINEDnull,UNDEFINEDnull,IMG_13,UNDEFINEDnull,2458,409.6666666666667,196.0,6,966,5958,0
edf21,edf21_12,12,object,UNDEFINEDnull,UNDEFINEDnull,IMG_17,UNDEFINEDnull,838,279.3333333333333,268.0,3,2658,5454,1771
edf21,edf21_12,12,other,UNDEFINEDnull,UNDEFINEDnull,IMG_17,UNDEFINEDnull,159,159.0,159.0,1,887,1044,0
edf21,edf21_12,12,subject,UNDEFINEDnull,UNDEFINEDnull,IMG_17,UNDEFINEDnull,3464,346.4,188.0,10,1080,5878,193
edf21,edf21_13,13,object,UNDEFINEDnull,UNDEFINEDnull,IMG_06,UNDEFINEDnull,732,183.0,187.0,4,666,3340,0
edf21,edf21_13,13,subject,UNDEFINEDnull,UNDEFINEDnull,IMG_06,UNDEFINEDnull,3578,447.25,241.0,8,828,5658,162
edf21,edf21_14,14,object,UNDEFINEDnull,UNDEFINEDnull,IMG_16,UNDEFINEDnull,3049,609.8,229.0,5,1088,5713,368
edf21,edf21_14,14,other,UNDEFINEDnull,UNDEFINEDnull,IMG_16,UNDEFINEDnull,458,152.66666666666666,116.0,3,720,3858,0
edf21,edf21_14,14,subject,UNDEFINEDnull,UNDEFINEDnull,IMG_16,UNDEFINEDnull,694,173.5,174.0,4,1316,3230,596
edf21,edf21_15,15,object,UNDEFINEDnull,UNDEFINEDnull,IMG_08,UNDEFINEDnull,3570,274.61538461538464,250.0,13,952,5740,0
edf21,edf21_15,15,other,UNDEFINEDnull,UNDEFINEDnull,IMG_08,UNDEFINEDnull,124,124.0,124.0,1,1754,1876,802
edf21,edf21_15,15,subject,UNDEFINEDnull,UNDEFINEDnull,IMG_08,UNDEFINEDnull,660,220.0,258.0,3,3152,5906,2200
edf21,edf21_16,16,object,UNDEFINEDnull,UNDEFINEDnull,IMG_14,UNDEFINEDnull,2902,193.46666666666667,152.0,15,685,5677,0
edf21,edf21_16,16,subject,UNDEFINEDnull,UNDEFINEDnull,IMG_14,UNDEFINEDnull,1100,183.33333333333334,135.0,6,1074,4594,389
edf21,edf21_17,17,object,UNDEFINEDnull,UNDEFINEDnull,IMG_04,UNDEFINEDnull,2087,347.8333333333333,232.0,6,1604,6023,573
edf21,edf21_17,17,other,UNDEFINEDnull,UNDEFINEDnull,IMG_04,UNDEFINEDnull,1010,336.6666666666667,164.0,3,1242,4590,211
edf21,edf21_17,17,subject,UNDEFINEDnull,UNDEFINEDnull,IMG_04,UNDEFINEDnull,1119,186.5,178.5,6,1031,4802,0
edf21,edf21_18,18,object,UNDEFINEDnull,UNDEFINEDnull,IMG_05,UNDEFINEDnull,2442,271.3333333333333,270.0,9,1172,5716,375
edf21,edf21_18,18,subject,UNDEFINEDnull,UNDEFINEDnull,IMG_05,UNDEFINEDnull,1654,206.75,148.5,8,797,5789,0
edf21,edf21_19,19,object,exp_images/sentences/Tabla-woa.jpg,PNA,IMG_11,STIM_47,2849,316.55555555555554,202.0,9,6496,11151,338
edf21,edf21_19,19,other,exp_images/sentences/Tabla-woa.jpg,PNA,IMG_11,STIM_47,702,175.5,142.0,4,6158,10532,0
edf21,edf21_19,19,subject,exp_images/sentences/Tabla-woa.jpg,PNA,IMG_11,STIM_47,610,203.33333333333334,226.0,3,6314,9152,156
edf21,edf21_2,2,object,UNDEFINEDnull,UNDEFINEDnull,IMG_18,UNDEFINEDnull,3646,364.6,222.0,10,1294,5878,408
edf21,edf21_2,2,subject,UNDEFINEDnull,UNDEFINEDnull,IMG_18,UNDEFINEDnull,854,170.8,186.0,5,886,3482,0
edf21,edf21_20,20,object,exp_images/sentences/Closed-door-woa.jpg,PNA,IMG_10,STIM_46,1340,335.0,290.0,4,6160,11088,0
edf21,edf21_20,20,other,exp_images/sentences/Closed-door-woa.jpg,PNA,IMG_10,STIM_46,142,142.0,142.0,1,9600,9740,3440
edf21,edf21_20,20,subject,exp_images/sentences/Closed-door-woa.jpg,PNA,IMG_10,STIM_46,2908,415.42857142857144,294.0,7,6666,10464,506
edf21,edf21_21,21,object,exp_images/sentences/Bucket-woa.jpg,PNA,IMG_09,STIM_45,3264,362.6666666666667,336.0,9,6174,10380,0
edf21,edf21_21,21,other,exp_images/sentences/Bucket-woa.jpg,PNA,IMG_09,STIM_45,124,124.0,124.0,1,10958,11080,4784
edf21,edf21_21,21,subject,exp_images/sentences/Bucket-woa.jpg,PNA,IMG_09,STIM_45,766,191.5,178.0,4,7310,11166,1136
edf21,edf21_22,22,object,exp_images/sentences/active_girl_dog.jpg,ACT,IMG_16,STIM_70,2542,363.14285714285717,239.0,7,5379,10371,0
edf21,edf21_22,22,other,exp_images/sentences/active_girl_dog.jpg,ACT,IMG_16,STIM_70,266,133.0,133.0,2,6318,7480,939
edf21,edf21_22,22,subject,exp_images/sentences/active_girl_dog.jpg,ACT,IMG_16,STIM_70,1462,292.4,224.0,5,5794,10100,415
edf21,edf21_23,23,object,exp_images/sentences/active_driver_scooter.jpg,ACT,IMG_14,STIM_68,3641,364.1,239.5,10,5587,10154,0
edf21,edf21_23,23,other,exp_images/sentences/active_driver_scooter.jpg,ACT,IMG_14,STIM_68,86,86.0,86.0,1,10494,10580,4907
edf21,edf21_23,23,subject,exp_images/sentences/active_driver_scooter.jpg,ACT,IMG_14,STIM_68,586,195.33333333333334,142.0,3,7412,10458,1825
edf21,edf21_24,24,object,exp_images/sentences/active_artist_picture.jpg,ACT,IMG_07,STIM_61,3454,314.0,278.0,11,5256,10248,0
edf21,edf21_24,24,subject,exp_images/sentences/active_artist_picture.jpg,ACT,IMG_07,STIM_61,812,203.0,189.0,4,5864,6924,608
edf21,edf21_25,25,object,exp_images/sentences/passive_girl_sapling.jpg,PWA,IMG_03,STIM_75,3459,345.9,165.0,10,6638,11137,148
edf21,edf21_25,25,subject,exp_images/sentences/passive_girl_sapling.jpg,PWA,IMG_03,STIM_75,562,187.33333333333334,188.0,3,6490,10942,0
edf21,edf21_26,26,other,exp_images/sentences/passive_child_frisbee.jpg,PWA,IMG_12,STIM_84,158,158.0,158.0,1,5316,5472,0
edf21,edf21_26,26,subject,exp_images/sentences/passive_child_frisbee.jpg,PWA,IMG_12,STIM_84,4333,619.0,286.0,7,5510,10309,194
edf21,edf21_27,27,object,exp_images/sentences/passive_boy_vase.jpg,PWA,IMG_08,STIM_80,3062,306.2,290.0,10,5380,10372,0
edf21,edf21_27,27,other,exp_images/sentences/passive_boy_vase.jpg,PWA,IMG_08,STIM_80,600,200.0,260.0,3,6524,8836,1144
edf21,edf21_27,27,subject,exp_images/sentences/passive_boy_vase.jpg,PWA,IMG_08,STIM_80,524,524.0,524.0,1,5942,6464,562
edf21,edf21_28,28,object,exp_images/sentences/noagent_man_box.jpg,PNA,IMG_05,STIM_95,2704,300.44444444444446,266.0,9,5432,10224,200
edf21,edf21_28,28,other,exp_images/sentences/noagent_man_box.jpg,PNA,IMG_05,STIM_95,126,126.0,126.0,1,9394,9518,4162
edf21,edf21_28,28,subject,exp_images/sentences/noagent_man_box.jpg,PNA,IMG_05,STIM_95,1416,354.0,382.0,4,5232,9884,0
edf21,edf21_29,29,object,exp_images/sentences/noagent_man_shrub.jpg,PNA,IMG_04,STIM_94,4229,1409.6666666666667,974.0,3,6258,10911,339
edf21,edf21_29,29,subject,exp_images/sentences/noagent_man_shrub.jpg,PNA,IMG_04,STIM_94,309,309.0,309.0,1,5919,6226,0
edf21,edf21_3,3,object,UNDEFINEDnull,UNDEFINEDnull,IMG_12,UNDEFINEDnull,1440,288.0,300.0,5,1272,5532,402
edf21,edf21_3,3,other,UNDEFINEDnull,UNDEFINEDnull,IMG_12,UNDEFINEDnull,974,194.8,144.0,5,870,5698,0
edf21,edf21_3,3,subject,UNDEFINEDnull,UNDEFINEDnull,IMG_12,UNDEFINEDnull,1823,227.875,215.0,8,1068,5863,198
edf21,edf21_30,30,object,exp_images/sentences/noagent_girl_window.jpg,PNA,IMG_02,STIM_92,1672,334.4,224.0,5,6282,9384,194
edf21,edf21_30,30,other,exp_images/sentences/noagent_girl_window.jpg,PNA,IMG_02,STIM_92,160,160.0,160.0,1,6088,6246,0
edf21,edf21_30,30,subject,exp_images/sentences/noagent_girl_window.jpg,PNA,IMG_02,STIM_92,2580,860.0,528.0,3,6650,11080,562
edf21,edf21_31,31,object,exp_images/sentences/Dog-dug.jpg,ACT,IMG_13,STIM_13,1173,391.0,190.0,3,6218,10835,376
edf21,edf21_31,31,subject,exp_images/sentences/Dog-dug.jpg,ACT,IMG_13,STIM_13,3188,637.6,208.0,5,5842,9984,0
edf21,edf21_32,32,object,exp_images/sentences/Veg.jpg,ACT,IMG_18,STIM_18,1278,319.5,299.0,4,5914,10542,341
edf21,edf21_32,32,subject,exp_images/sentences/Veg.jpg,ACT,IMG_18,STIM_18,2901,483.5,191.0,6,5573,9876,0
edf21,edf21_33,33,object,exp_images/sentences/Cake.jpg,ACT,IMG_15,STIM_15,792,264.0,288.0,3,5690,10682,0
edf21,edf21_33,33,other,exp_images/sentences/Cake.jpg,ACT,IMG_15,STIM_15,160,160.0,160.0,1,8010,8168,2320
edf21,edf21_33,33,subject,exp_images/sentences/Cake.jpg,ACT,IMG_15,STIM_15,2440,813.3333333333334,828.0,3,6108,9026,418
edf21,edf21_34,34,object,exp_images/sentences/Folded-clothes-passive.jpg,PWA,IMG_06,STIM_24,2939,1469.5,1469.5,2,5369,8590,0
edf21,edf21_34,34,subject,exp_images/sentences/Folded-clothes-passive.jpg,PWA,IMG_06,STIM_24,1660,830.0,830.0,2,5558,10362,189
edf21,edf21_35,35,subject,exp_images/sentences/Letter-passive.jpg,PWA,IMG_17,STIM_35,4960,2480.0,2480.0,2,5389,10381,0
edf21,edf21_36,36,object,exp_images/sentences/Lamp-passive.jpg,PWA,IMG_01,STIM_19,3193,638.6,268.0,5,6294,10899,388
edf21,edf21_36,36,other,exp_images/sentences/Lamp-passive.jpg,PWA,IMG_01,STIM_19,172,172.0,172.0,1,5906,6076,0
edf21,edf21_36,36,subject,exp_images/sentences/Lamp-passive.jpg,PWA,IMG_01,STIM_19,1040,260.0,255.0,4,6110,8070,204
edf21,edf21_4,4,object,UNDEFINEDnull,UNDEFINEDnull,IMG_09,UNDEFINEDnull,3227,230.5,185.0,14,1057,6050,0
edf21,edf21_4,4,subject,UNDEFINEDnull,UNDEFINEDnull,IMG_09,UNDEFINEDnull,1188,237.6,250.0,5,1248,5942,191
edf21,edf21_5,5,object,UNDEFINEDnull,UNDEFINEDnull,IMG_02,UNDEFINEDnull,1414,282.8,264.0,5,1326,5056,216
edf21,edf21_5,5,other,UNDEFINEDnull,UNDEFINEDnull,IMG_02,UNDEFINEDnull,332,166.0,166.0,2,1140,3548,30
edf21,edf21_5,5,subject,UNDEFINEDnull,UNDEFINEDnull,IMG_02,UNDEFINEDnull,2521,420.1666666666667,357.0,6,1110,6103,0
edf21,edf21_6,6,object,UNDEFINEDnull,UNDEFINEDnull,IMG_03,UNDEFINEDnull,514,171.33333333333334,216.0,3,1026,1708,377
edf21,edf21_6,6,other,UNDEFINEDnull,UNDEFINEDnull,IMG_03,UNDEFINEDnull,296,296.0,296.0,1,2936,3230,2287
edf21,edf21_6,6,subject,UNDEFINEDnull,UNDEFINEDnull,IMG_03,UNDEFINEDnull,3631,518.7142857142857,252.0,7,649,5642,0
edf21,edf21_7,7,object,UNDEFINEDnull,UNDEFINEDnull,IMG_07,UNDEFINEDnull,2267,251.88888888888889,216.0,9,849,5538,0
edf21,edf21_7,7,other,UNDEFINEDnull,UNDEFINEDnull,IMG_07,UNDEFINEDnull,423,211.5,211.5,2,3334,5841,2485
edf21,edf21_7,7,subject,UNDEFINEDnull,UNDEFINEDnull,IMG_07,UNDEFINEDnull,1388,198.28571428571428,146.0,7,1562,4706,713
edf21,edf21_8,8,object,UNDEFINEDnull,UNDEFINEDnull,IMG_10,UNDEFINEDnull,1951,216.77777777777777,180.0,9,717,5618,0
edf21,edf21_8,8,subject,UNDEFINEDnull,UNDEFINEDnull,IMG_10,UNDEFINEDnull,2451,612.75,754.0,4,1280,5709,563
edf21,edf21_9,9,object,UNDEFINEDnull,UNDEFINEDnull,IMG_01,UNDEFINEDnull,1536,256.0,257.0,6,1332,5948,376
edf21,edf21_9,9,other,UNDEFINEDnull,UNDEFINEDnull,IMG_01,UNDEFINEDnull,102,102.0,102.0,1,1746,1846,790
edf21,edf21_9,9,subject,UNDEFINEDnull,UNDEFINEDnull,IMG_01,UNDEFINEDnull,2682,268.2,280.0,10,956,5484,0
edf22,edf22_1,1,object,UNDEFINEDnull,UNDEFINEDnull,IMG_15,UNDEFINEDnull,1089,1089.0,1089.0,1,799,1886,0
edf22,edf22_1,1,object,UNDEFINEDnull,UNDEFINEDnull,IMG_16,UNDEFINEDnull,1168,233.6,162.0,5,960,3284,161
edf22,edf22_1,1,other,UNDEFINEDnull,UNDEFINEDnull,IMG_16,UNDEFINEDnull,2750,687.5,392.0,4,1658,5956,859
edf22,edf22_1,1,subject,UNDEFINEDnull,UNDEFINEDnull,IMG_15,UNDEFINEDnull,3845,1281.6666666666667,1575.0,3,1918,5795,1119
edf22,edf22_1,1,subject,UNDEFINEDnull,UNDEFINEDnull,IMG_16,UNDEFINEDnull,716,358.0,358.0,2,1890,2640,1091
edf22,edf22_10,10,object,UNDEFINEDnull,UNDEFINEDnull,IMG_11,UNDEFINEDnull,3318,829.5,905.0,4,1394,5796,591
edf22,edf22_10,10,object,UNDEFINEDnull,UNDEFINEDnull,IMG_18,UNDEFINEDnull,547,136.75,139.5,4,1522,6039,719
edf22,edf22_10,10,other,UNDEFINEDnull,UNDEFINEDnull,IMG_11,UNDEFINEDnull,101,101.0,101.0,1,803,902,0
edf22,edf22_10,10,other,UNDEFINEDnull,UNDEFINEDnull,IMG_18,UNDEFINEDnull,340,113.33333333333333,34.0,3,1046,5852,243
edf22,edf22_10,10,subject,UNDEFINEDnull,UNDEFINEDnull,IMG_11,UNDEFINEDnull,1018,339.3333333333333,384.0,3,1260,3574,457
edf22,edf22_10,10,subject,UNDEFINEDnull,UNDEFINEDnull,IMG_18,UNDEFINEDnull,2564,284.8888888888889,278.0,9,1728,5546,925
edf22,edf22_11,11,object,UNDEFINEDnull,UNDEFINEDnull,IMG_15,UNDEFINEDnull,3770,418.8888888888889,204.0,9,1120,5748,402
edf22,edf22_11,11,object,UNDEFINEDnull,UNDEFINEDnull,IMG_16,UNDEFINEDnull,822,205.5,193.0,4,928,5008,210
edf22,edf22_11,11,other,UNDEFINEDnull,UNDEFINEDnull,IMG_15,UNDEFINEDnull,310,155.0,155.0,2,803,5795,85
edf22,edf22_11,11,other,UNDEFINEDnull,UNDEFINEDnull,IMG_16,UNDEFINEDnull,1316,146.22222222222223,72.0,9,718,5672,0
edf22,edf22_11,11,subject,UNDEFINEDnull,UNDEFINEDnull,IMG_15,UNDEFINEDnull,630,630.0,630.0,1,4890,5518,4172
edf22,edf22_11,11,subject,UNDEFINEDnull,UNDEFINEDnull,IMG_16,UNDEFINEDnull,2022,288.85714285714283,158.0,7,874,4698,156
edf22,edf22_12,12,object,UNDEFINEDnull,UNDEFINEDnull,IMG_07,UNDEFINEDnull,2292,229.2,176.0,10,1014,5700,361
edf22,edf22_12,12,object,UNDEFINEDnull,UNDEFINEDnull,IMG_12,UNDEFINEDnull,652,326.0,326.0,2,3252,5546,2599
edf22,edf22_12,12,other,UNDEFINEDnull,UNDEFINEDnull,IMG_07,UNDEFINEDnull,526,526.0,526.0,1,4424,4948,3771
edf22,edf22_12,12,other,UNDEFINEDnull,UNDEFINEDnull,IMG_12,UNDEFINEDnull,2074,188.54545454545453,208.0,11,653,5645,0
edf22,edf22_12,12,subject,UNDEFINEDnull,UNDEFINEDnull,IMG_07,UNDEFINEDnull,1520,168.88888888888889,148.0,9,814,4396,161
edf22,edf22_12,12,subject,UNDEFINEDnull,UNDEFINEDnull,IMG_12,UNDEFINEDnull,1564,195.5,179.0,8,860,5238,207
edf22,edf22_13,13,object,UNDEFINEDnull,UNDEFINEDnull,IMG_06,UNDEFINEDnull,357,357.0,357.0,1,689,1044,0
edf22,edf22_13,13,object,UNDEFINEDnull,UNDEFINEDnull,IMG_13,UNDEFINEDnull,2008,502.0,350.0,4,1516,5924,827
edf22,edf22_13,13,other,UNDEFINEDnull,UNDEFINEDnull,IMG_06,UNDEFINEDnull,22,22.0,22.0,1,5366,5386,4677
edf22,edf22_13,13,subject,UNDEFINEDnull,UNDEFINEDnull,IMG_06,UNDEFINEDnull,4087,291.92857142857144,178.0,14,1082,5681,393
edf22,edf22_13,13,subject,UNDEFINEDnull,UNDEFINEDnull,IMG_13,UNDEFINEDnull,2245,204.0909090909091,194.0,11,1074,6067,385
edf22,edf22_14,14,object,UNDEFINEDnull,UNDEFINEDnull,IMG_06,UNDEFINEDnull,1873,374.6,299.0,5,1222,5913,170
edf22,edf22_14,14,other,UNDEFINEDnull,UNDEFINEDnull,IMG_06,UNDEFINEDnull,668,222.66666666666666,206.0,3,1064,5206,12
edf22,edf22_14,14,other,UNDEFINEDnull,UNDEFINEDnull,IMG_17,UNDEFINEDnull,288,144.0,144.0,2,1052,1358,0
edf22,edf22_14,14,subject,UNDEFINEDnull,UNDEFINEDnull,IMG_06,UNDEFINEDnull,1916,319.3333333333333,237.0,6,1160,4742,108
edf22,edf22_14,14,subject,UNDEFINEDnull,UNDEFINEDnull,IMG_17,UNDEFINEDnull,3518,390.8888888888889,342.0,9,1454,5714,402
edf22,edf22_15,15,object,UNDEFINEDnull,UNDEFINEDnull,IMG_01,UNDEFINEDnull,1278,426.0,212.0,3,2044,5840,1332
edf22,edf22_15,15,object,UNDEFINEDnull,UNDEFINEDnull,IMG_09,UNDEFINEDnull,1962,981.0,981.0,2,978,2956,266
edf22,edf22_15,15,other,UNDEFINEDnull,UNDEFINEDnull,IMG_01,UNDEFINEDnull,580,290.0,290.0,2,916,1654,204
edf22,edf22_15,15,other,UNDEFINEDnull,UNDEFINEDnull,IMG_09,UNDEFINEDnull,2690,1345.0,1345.0,2,712,5704,0
edf22,edf22_15,15,subject,UNDEFINEDnull,UNDEFINEDnull,IMG_01,UNDEFINEDnull,2184,364.0,314.0,6,1682,4914,970
edf22,edf22_15,15,subject,UNDEFINEDnull,UNDEFINEDnull,IMG_09,UNDEFINEDnull,258,258.0,258.0,1,2982,3238,2270
edf22,edf22_16,16,object,UNDEFINEDnull,UNDEFINEDnull,IMG_05,UNDEFINEDnull,1786,595.3333333333334,200.0,3,1162,3814,324
edf22,edf22_16,16,object,UNDEFINEDnull,UNDEFINEDnull,IMG_08,UNDEFINEDnull,2622,291.3333333333333,212.0,9,838,5546,0
edf22,edf22_16,16,other,UNDEFINEDnull,UNDEFINEDnull,IMG_05,UNDEFINEDnull,384,192.0,192.0,2,1986,4968,1148
edf22,edf22_16,16,other,UNDEFINEDnull,UNDEFINEDnull,IMG_08,UNDEFINEDnull,394,78.8,52.0,5,4164,4702,3326
edf22,edf22_16,16,subject,UNDEFINEDnull,UNDEFINEDnull,IMG_05,UNDEFINEDnull,2610,652.5,730.5,4,891,5883,53
edf22,edf22_16,16,subject,UNDEFINEDnull,UNDEFINEDnull,IMG_08,UNDEFINEDnull,1463,365.75,291.0,4,1626,5831,788
edf22,edf22_17,17,object,UNDEFINEDnull,UNDEFINEDnull,IMG_10,UNDEFINEDnull,4760,366.15384615384613,204.0,13,661,5653,0
edf22,edf22_17,17,object,UNDEFINEDnull,UNDEFINEDnull,IMG_12,UNDEFINEDnull,110,110.0,110.0,1,5930,6038,5269
edf22,edf22_17,17,other,UNDEFINEDnull,UNDEFINEDnull,IMG_12,UNDEFINEDnull,2024,224.88888888888889,246.0,9,1109,6101,448
edf22,edf22_17,17,subject,UNDEFINEDnull,UNDEFINEDnull,IMG_12,UNDEFINEDnull,2384,340.57142857142856,220.0,7,1350,5508,689
edf22,edf22_18,18,object,UNDEFINEDnull,UNDEFINEDnull,IMG_11,UNDEFINEDnull,652,81.5,68.0,8,1206,2228,350
edf22,edf22_18,18,other,UNDEFINEDnull,UNDEFINEDnull,IMG_11,UNDEFINEDnull,2232,171.69230769230768,56.0,13,2384,6134,1528
edf22,edf22_18,18,other,UNDEFINEDnull,UNDEFINEDnull,IMG_17,UNDEFINEDnull,194,194.0,194.0,1,4678,4870,3822
edf22,edf22_18,18,subject,UNDEFINEDnull,UNDEFINEDnull,IMG_17,UNDEFINEDnull,4524,452.4,311.0,10,856,5836,0
edf22,edf22_19,19,object,exp_images/sentences/active_child_tabla.jpg,ACT,IMG_11,STIM_65,1096,219.2,214.0,5,5846,9502,557
edf22,edf22_19,19,other,exp_images/sentences/active_child_tabla.jpg,ACT,IMG_11,STIM_65,2985,426.42857142857144,309.0,7,5289,10653,0
edf22,edf22_19,19,subject,exp_images/sentences/active_child_tabla.jpg,ACT,IMG_11,STIM_65,5370,596.6666666666666,472.0,9,6100,10250,811
edf22,edf22_2,2,object,UNDEFINEDnull,UNDEFINEDnull,IMG_07,UNDEFINEDnull,3957,395.7,242.0,10,738,5731,0
edf22,edf22_2,2,object,UNDEFINEDnull,UNDEFINEDnull,IMG_13,UNDEFINEDnull,248,248.0,248.0,1,4136,4382,3398
edf22,edf22_2,2,other,UNDEFINEDnull,UNDEFINEDnull,IMG_13,UNDEFINEDnull,938,234.5,234.0,4,4438,5996,3700
edf22,edf22_2,2,subject,UNDEFINEDnull,UNDEFINEDnull,IMG_07,UNDEFINEDnull,446,223.0,223.0,2,1298,1780,560
